week_number,day_of_week_name,pickup_neighborhood,demand,est_real_demand,predicted_demand
21,Saturday,Clinton,15.0,26343.15,27490.88399758104
21,Saturday,Crown Heights North,1.0,1756.21,2010.0117887382005
21,Saturday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4.0,7024.84,4457.845463073752
21,Saturday,East Harlem North,3.0,5268.63,4099.4930916567
21,Saturday,East Harlem South,1.0,1756.21,6462.351211245944
21,Saturday,East Village,14.5,25465.045000000002,25467.553657822125
21,Saturday,Forest Hills,1.0,1756.21,2179.8415785632296
21,Saturday,Gramercy,12.0,21074.52,21896.454114433054
21,Saturday,Greenpoint,1.0,1756.21,2892.769133661231
21,Saturday,Hamilton Heights,2.0,3512.42,2393.471734736788
21,Saturday,Hudson Yards-Chelsea-Flatiron-Union Square,18.166666666666668,31904.48166666667,36001.92501194346
21,Saturday,Jackson Heights,1.0,1756.21,2187.829227501101
21,Saturday,Lenox Hill-Roosevelt Island,15.5,27221.255,23977.520877572497
21,Saturday,Lincoln Square,10.0,17562.1,24036.020529068453
21,Saturday,Lower East Side,1.0,1756.21,7276.210069743657
21,Saturday,Midtown-Midtown South,22.016666666666666,38665.890166666664,43464.27038288136
21,Saturday,Morningside Heights,5.0,8781.05,9482.806705842091
21,Saturday,Mott Haven-Port Morris,1.0,1756.21,2130.532150877333
21,Saturday,Murray Hill-Kips Bay,17.5,30733.675,25995.217819845977
21,Saturday,North Side-South Side,4.5,7902.945,6698.265776505216
21,Saturday,Old Astoria,1.0,1756.21,2702.872650311432
21,Saturday,Queensbridge-Ravenswood-Long Island City,2.0,3512.42,2753.2984222299337
21,Saturday,SoHo-TriBeCa-Civic Center-Little Italy,15.2,26694.392,27931.262365320694
21,Saturday,Steinway,2.0,3512.42,2789.275668445046
21,Saturday,Stuyvesant Town-Cooper Village,3.0,5268.63,5402.997232898473
21,Saturday,Turtle Bay-East Midtown,16.0,28099.36,28964.236515467568
21,Saturday,Upper East Side-Carnegie Hill,13.25,23269.7825,28686.68330810614
21,Saturday,Upper West Side,18.333333333333332,32197.18333333333,27850.873845269725
21,Saturday,Washington Heights South,1.0,1756.21,2209.744931369138
21,Saturday,West Village,17.03333333333333,29914.11033333333,31827.114126400986
21,Saturday,Woodside,1.0,1756.21,2215.501058830592
21,Saturday,Yorkville,12.0,21074.52,22431.95633396843
21,Saturday,park-cemetery-etc-Manhattan,8.0,14049.68,12781.227817570869
21,Sunday,Airport,13.0,22830.73,23392.371323201736
21,Sunday,Astoria,1.0,1756.21,3047.655877966488
21,Sunday,Battery Park City-Lower Manhattan,8.0,14049.68,17721.324271187048
21,Sunday,Briarwood-Jamaica Hills,1.0,1756.21,1884.537391515144
21,Sunday,Bushwick North,1.0,1756.21,1925.022026386289
21,Sunday,Carroll Gardens-Columbia Street-Red Hook,3.0,5268.63,3150.007609796163
21,Sunday,Central Harlem South,6.0,10537.26,3607.6556632853462
21,Sunday,Chinatown,5.0,8781.05,15135.153467869544
21,Sunday,Clinton,19.0,33367.99,25863.316823360827
21,Sunday,Crown Heights North,1.0,1756.21,1819.2486387071488
21,Sunday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,4123.230402749769
21,Sunday,East Harlem North,1.0,1756.21,3683.714896904976
21,Sunday,East Harlem South,1.0,1756.21,6203.806012990888
21,Sunday,East Village,11.866666666666667,20840.358666666667,24418.98232485153
21,Sunday,Fort Greene,3.0,5268.63,2762.265826748913
21,Sunday,Gramercy,9.5,16683.995,19914.27827303253
21,Sunday,Greenpoint,2.0,3512.42,2703.082432103463
21,Sunday,Hudson Yards-Chelsea-Flatiron-Union Square,21.28333333333333,37378.00283333333,34165.46437911385
21,Sunday,Jackson Heights,1.0,1756.21,2001.2164430513544
21,Sunday,Lenox Hill-Roosevelt Island,14.333333333333334,25172.343333333334,22490.41520718757
21,Sunday,Lincoln Square,13.333333333333334,23416.133333333335,22156.668115716475
21,Sunday,Lower East Side,5.0,8781.05,6083.10446516529
21,Sunday,Midtown-Midtown South,29.083333333333332,51076.440833333334,42412.12097998683
21,Sunday,Morningside Heights,7.0,12293.470000000001,8724.747332945826
21,Sunday,Murray Hill-Kips Bay,10.0,17562.1,24001.570796072127
21,Sunday,North Corona,1.0,1756.21,1908.786947274264
21,Sunday,North Side-South Side,2.0,3512.42,6321.45681150987
21,Sunday,Old Astoria,1.0,1756.21,2516.866337869769
21,Sunday,Park Slope-Gowanus,3.0,5268.63,3069.3943920865595
21,Sunday,SoHo-TriBeCa-Civic Center-Little Italy,14.5,25465.045000000002,27149.110643050524
21,Sunday,Springfield Gardens South-Brookville,1.0,1756.21,2102.6139548736364
21,Sunday,Stuyvesant Town-Cooper Village,2.0,3512.42,4916.074666544654
21,Sunday,Turtle Bay-East Midtown,12.25,21513.572500000002,27004.46672366736
21,Sunday,Upper East Side-Carnegie Hill,12.0,21074.52,26132.87245324473
21,Sunday,Upper West Side,13.25,23269.7825,26263.673799690176
21,Sunday,Washington Heights South,2.0,3512.42,2161.3756435474065
21,Sunday,West Village,21.3,37407.273,30775.62026305235
21,Sunday,Woodside,1.0,1756.21,2117.9336839156026
21,Sunday,Yorkville,13.0,22830.73,19916.202375615547
21,Sunday,park-cemetery-etc-Manhattan,6.0,10537.26,11218.50235292867
21,Thursday,Airport,17.333333333333332,30440.97333333333,24388.2826554275
21,Thursday,Battery Park City-Lower Manhattan,9.5,16683.995,20339.1622923254
21,Thursday,Briarwood-Jamaica Hills,1.0,1756.21,2036.6537927634288
21,Thursday,Brooklyn Heights-Cobble Hill,2.0,3512.42,2879.284040882349
21,Thursday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,2905.616660663496
21,Thursday,Central Harlem South,1.0,1756.21,3315.061536063717
21,Thursday,Chinatown,12.0,21074.52,13574.601329832249
21,Thursday,Clinton,18.25,32050.8325,26200.952741211444
21,Thursday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,3719.516000107383
21,Thursday,East Elmhurst,1.0,1756.21,1960.7882224935493
21,Thursday,East Harlem North,1.0,1756.21,3857.627217037234
21,Thursday,East Harlem South,4.0,7024.84,7178.862905056167
21,Thursday,East New York,1.0,1756.21,2035.383199026485
21,Thursday,East Village,12.0,21074.52,22311.15329085292
21,Thursday,East Williamsburg,1.0,1756.21,2257.3148790047458
21,Thursday,Gramercy,12.0,21074.52,20692.45891212577
21,Thursday,Hamilton Heights,1.0,1756.21,2211.33232388034
21,Thursday,Hudson Yards-Chelsea-Flatiron-Union Square,22.333333333333332,39222.02333333333,36687.57178635419
21,Thursday,Hunters Point-Sunnyside-West Maspeth,1.0,1756.21,3403.417629005749
21,Thursday,Lenox Hill-Roosevelt Island,11.0,19318.31,23939.94830416988
21,Thursday,Lincoln Square,15.5,27221.255,24564.17810240655
21,Thursday,Lower East Side,6.0,10537.26,4995.364803043609
21,Thursday,Midtown-Midtown South,25.53333333333333,44841.895333333334,45838.19127802923
21,Thursday,Morningside Heights,6.0,10537.26,9606.131136049977
21,Thursday,Murray Hill-Kips Bay,12.5,21952.625,26862.346884385257
21,Thursday,North Side-South Side,3.0,5268.63,4893.849769226485
21,Thursday,Park Slope-Gowanus,1.0,1756.21,2755.304937983486
21,Thursday,Rego Park,1.0,1756.21,2137.723854394505
21,Thursday,SoHo-TriBeCa-Civic Center-Little Italy,15.25,26782.2025,28377.44993120696
21,Thursday,Stuyvesant Town-Cooper Village,4.0,7024.84,4694.173527040339
21,Thursday,Turtle Bay-East Midtown,17.666666666666668,31026.37666666667,30927.098590471167
21,Thursday,Upper East Side-Carnegie Hill,14.416666666666668,25318.694166666668,31086.4138651632
21,Thursday,Upper West Side,13.5,23708.835,27661.727858777896
21,Thursday,Washington Heights South,1.0,1756.21,2125.990685568938
21,Thursday,West Village,17.75,31172.7275,31750.516266042723
21,Thursday,Woodside,1.0,1756.21,2148.476282433436
21,Thursday,Yorkville,11.0,19318.31,21683.45936165789
21,Thursday,park-cemetery-etc-Manhattan,7.0,12293.470000000001,12441.595871977725
21,Thursday,park-cemetery-etc-Queens,1.0,1756.21,2142.406149207761
21,Tuesday,Airport,15.0,26343.15,24976.56395683211
21,Tuesday,Battery Park City-Lower Manhattan,13.5,23708.835,19346.29179987961
21,Tuesday,Brooklyn Heights-Cobble Hill,1.0,1756.21,2991.0688282861925
21,Tuesday,Central Harlem North-Polo Grounds,1.0,1756.21,2353.1825512342475
21,Tuesday,Central Harlem South,1.0,1756.21,3270.6003041793606
21,Tuesday,Chinatown,9.0,15805.89,11200.53526777878
21,Tuesday,Clinton,15.0,26343.15,25862.35364127209
21,Tuesday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4.0,7024.84,3554.688311500376
21,Tuesday,East Elmhurst,1.0,1756.21,1995.897778944399
21,Tuesday,East Harlem North,1.0,1756.21,3432.781477709455
21,Tuesday,East Harlem South,5.0,8781.05,6586.8380285130725
21,Tuesday,East Village,12.166666666666666,21367.221666666665,20679.174948274816
21,Tuesday,East Williamsburg,1.0,1756.21,2332.3888898180508
21,Tuesday,Fort Greene,1.0,1756.21,2698.41063990351
21,Tuesday,Gramercy,14.333333333333334,25172.343333333334,19152.245448647205
21,Tuesday,Hamilton Heights,1.0,1756.21,2237.575105466546
21,Tuesday,Hudson Yards-Chelsea-Flatiron-Union Square,21.616666666666667,37963.40616666667,34959.80060807364
21,Tuesday,Hunters Point-Sunnyside-West Maspeth,1.0,1756.21,3132.2457911834517
21,Tuesday,Lenox Hill-Roosevelt Island,14.833333333333332,26050.44833333333,23966.35594676359
21,Tuesday,Lincoln Square,18.0,31611.78,23497.83102537348
21,Tuesday,Lower East Side,1.0,1756.21,4712.424667062549
21,Tuesday,Midtown-Midtown South,23.288095238095238,40898.78573809524,45521.49995638185
21,Tuesday,Morningside Heights,6.0,10537.26,9380.288104345904
21,Tuesday,Murray Hill-Kips Bay,11.333333333333334,19903.713333333333,25111.62950890496
21,Tuesday,North Side-South Side,3.0,5268.63,4217.675405974685
21,Tuesday,Ocean Parkway South,1.0,1756.21,2029.2837223332983
21,Tuesday,Park Slope-Gowanus,1.0,1756.21,2488.0846385138
21,Tuesday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,2559.956256327373
21,Tuesday,SoHo-TriBeCa-Civic Center-Little Italy,13.0,22830.73,27598.445266229723
21,Tuesday,Stuyvesant Town-Cooper Village,1.0,1756.21,4034.972171144142
21,Tuesday,Turtle Bay-East Midtown,17.25,30294.6225,30074.775478350253
21,Tuesday,Upper East Side-Carnegie Hill,15.75,27660.3075,30426.72062671609
21,Tuesday,Upper West Side,16.833333333333332,29562.868333333332,26395.64167965915
21,Tuesday,West Village,17.583333333333332,30880.025833333333,29177.065964020723
21,Tuesday,Yorkville,12.0,21074.52,19410.580028552857
21,Tuesday,park-cemetery-etc-Manhattan,9.0,15805.89,13216.914900646248
21,Tuesday,park-cemetery-etc-Queens,1.0,1756.21,2060.461889152853
21,Wednesday,Airport,13.333333333333334,23416.133333333335,24305.400667272825
21,Wednesday,Battery Park City-Lower Manhattan,13.5,23708.835,20033.17634173742
21,Wednesday,Brooklyn Heights-Cobble Hill,2.0,3512.42,2906.4137050478103
21,Wednesday,Bushwick South,2.0,3512.42,2244.4449515172946
21,Wednesday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,2942.0215913951592
21,Wednesday,Central Harlem South,1.0,1756.21,3320.8834361253453
21,Wednesday,Chinatown,7.0,12293.470000000001,13031.83772757424
21,Wednesday,Clinton,13.833333333333334,24294.238333333335,25993.612449300945
21,Wednesday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,3751.0926925733615
21,Wednesday,East Harlem North,4.0,7024.84,3815.990240794727
21,Wednesday,East Harlem South,6.0,10537.26,6902.351984031078
21,Wednesday,East Village,12.0,21074.52,20863.416124288837
21,Wednesday,Gramercy,8.0,14049.68,19440.626637023557
21,Wednesday,Hudson Yards-Chelsea-Flatiron-Union Square,13.583333333333334,23855.185833333337,34978.5454150026
21,Wednesday,Jackson Heights,1.0,1756.21,2100.9817225134566
21,Wednesday,Jamaica,1.0,1756.21,1933.0519758394887
21,Wednesday,Lenox Hill-Roosevelt Island,16.166666666666668,28392.06166666667,23582.902074453817
21,Wednesday,Lincoln Square,16.0,28099.36,23609.712965616865
21,Wednesday,Lower East Side,2.0,3512.42,4317.277805523913
21,Wednesday,Manhattanville,1.0,1756.21,1980.4086327287969
21,Wednesday,Midtown-Midtown South,24.15,42412.4715,45393.130480469415
21,Wednesday,Morningside Heights,4.0,7024.84,9274.234537275606
21,Wednesday,Murray Hill-Kips Bay,14.833333333333334,26050.448333333334,24971.84169333118
21,Wednesday,North Side-South Side,2.0,3512.42,4374.377667235284
21,Wednesday,Park Slope-Gowanus,1.0,1756.21,2536.579411730109
21,Wednesday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,2570.243161902373
21,Wednesday,SoHo-TriBeCa-Civic Center-Little Italy,19.666666666666668,34538.79666666667,27233.58165471768
21,Wednesday,Stuyvesant Town-Cooper Village,6.0,10537.26,4144.273500595594
21,Wednesday,Turtle Bay-East Midtown,17.166666666666668,30148.27166666667,30280.716980664736
21,Wednesday,Upper East Side-Carnegie Hill,19.75,34685.1475,29870.812913852
21,Wednesday,Upper West Side,17.0,29855.57,27122.766644205956
21,Wednesday,Washington Heights South,1.0,1756.21,1945.9718365564504
21,Wednesday,West Village,18.2,31963.022,29983.81886639713
21,Wednesday,Yorkville,11.0,19318.31,20579.087377973585
21,Wednesday,park-cemetery-etc-Manhattan,10.0,17562.1,12523.47039460927
22,Friday,Airport,15.5,27221.255,23471.947911266136
22,Friday,Astoria,1.0,1756.21,2917.8118777860286
22,Friday,Battery Park City-Lower Manhattan,17.5,30733.675,20548.41157560794
22,Friday,Brooklyn Heights-Cobble Hill,2.0,3512.42,3066.745717509533
22,Friday,Central Harlem North-Polo Grounds,2.0,3512.42,2358.2404249223314
22,Friday,Chinatown,8.0,14049.68,14313.799697218472
22,Friday,Clinton,14.333333333333334,25172.343333333334,26029.269580914144
22,Friday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,4082.535973577287
22,Friday,East Harlem North,2.0,3512.42,4105.213449411683
22,Friday,East Harlem South,3.0,5268.63,6679.43274634154
22,Friday,East Village,14.5,25465.045000000002,23426.425977951843
22,Friday,Forest Hills,1.0,1756.21,2163.513451101712
22,Friday,Fort Greene,4.0,7024.84,3196.8401936172863
22,Friday,Gramercy,7.0,12293.470000000001,20082.542047087078
22,Friday,Greenpoint,1.0,1756.21,2442.707955415829
22,Friday,Hudson Yards-Chelsea-Flatiron-Union Square,22.083333333333332,38782.97083333333,36632.32417725236
22,Friday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,3721.121435502856
22,Friday,Lenox Hill-Roosevelt Island,11.333333333333334,19903.713333333333,25068.79956117868
22,Friday,Lincoln Square,18.166666666666668,31904.48166666667,24345.04696839088
22,Friday,Lower East Side,1.0,1756.21,5292.248703589805
22,Friday,Midtown-Midtown South,22.933333333333334,40275.74933333333,43741.97130688888
22,Friday,Morningside Heights,5.0,8781.05,8825.304511399674
22,Friday,Murray Hill-Kips Bay,12.333333333333334,21659.923333333336,26327.356626224555
22,Friday,North Side-South Side,2.0,3512.42,4944.636459798497
22,Friday,Old Astoria,2.0,3512.42,2573.4576958341404
22,Friday,SoHo-TriBeCa-Civic Center-Little Italy,16.0,28099.36,28742.10652779136
22,Friday,South Jamaica,1.0,1756.21,2030.345899421717
22,Friday,Stuyvesant Town-Cooper Village,4.0,7024.84,4808.913965820828
22,Friday,Sunset Park West,1.0,1756.21,1963.8795893662552
22,Friday,Turtle Bay-East Midtown,17.5,30733.675,30143.30226319373
22,Friday,Upper East Side-Carnegie Hill,16.75,29416.5175,30146.434700750324
22,Friday,Upper West Side,15.083333333333334,26489.500833333335,26508.58615708758
22,Friday,Washington Heights South,1.0,1756.21,2114.162720042124
22,Friday,West Village,20.583333333333332,36148.65583333333,32346.50905686675
22,Friday,Whitestone,1.0,1756.21,2088.0423187671854
22,Friday,Yorkville,11.0,19318.31,22013.647089756767
22,Friday,park-cemetery-etc-Manhattan,5.0,8781.05,12529.693547472045
22,Monday,Airport,12.166666666666666,21367.221666666665,24946.21568916317
22,Monday,Battery Park City-Lower Manhattan,14.0,24586.940000000002,18148.59527900892
22,Monday,Bedford,1.0,1756.21,1753.0070549007307
22,Monday,Brooklyn Heights-Cobble Hill,1.0,1756.21,2464.9941103479514
22,Monday,Bushwick North,1.0,1756.21,1800.256387976469
22,Monday,Bushwick South,1.0,1756.21,1807.8293768155647
22,Monday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,2446.4597034821777
22,Monday,Central Harlem North-Polo Grounds,1.0,1756.21,2084.43989044503
22,Monday,Chinatown,8.0,14049.68,9873.5752862912
22,Monday,Clinton,14.0,24586.940000000002,22904.84121938649
22,Monday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,3163.551661128667
22,Monday,East Harlem North,3.0,5268.63,3345.431638593465
22,Monday,East Harlem South,4.0,7024.84,5911.082089812496
22,Monday,East Village,12.0,21074.52,18420.58267716127
22,Monday,East Williamsburg,1.0,1756.21,2008.36545950346
22,Monday,Forest Hills,1.0,1756.21,1842.6867616065108
22,Monday,Fort Greene,1.0,1756.21,2300.6739224918924
22,Monday,Gramercy,10.0,17562.1,17049.02300980163
22,Monday,Hudson Yards-Chelsea-Flatiron-Union Square,19.666666666666668,34538.79666666667,32139.45712994164
22,Monday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,3095.9494397624053
22,Monday,Lenox Hill-Roosevelt Island,14.5,25465.045000000002,22393.50198698512
22,Monday,Lincoln Square,9.0,15805.89,21515.50114060553
22,Monday,Lower East Side,3.0,5268.63,4377.761019436209
22,Monday,Manhattanville,1.0,1756.21,1882.0339269885933
22,Monday,Midtown-Midtown South,18.6,32665.506000000005,42339.38029845287
22,Monday,Morningside Heights,1.0,1756.21,7137.611374040385
22,Monday,Murray Hill-Kips Bay,8.0,14049.68,21967.03687408538
22,Monday,North Side-South Side,2.0,3512.42,3956.349695333582
22,Monday,Park Slope-Gowanus,3.0,5268.63,2300.334028558109
22,Monday,Queensbridge-Ravenswood-Long Island City,2.0,3512.42,2259.310725249467
22,Monday,SoHo-TriBeCa-Civic Center-Little Italy,16.666666666666668,29270.166666666668,25381.782181306942
22,Monday,Springfield Gardens South-Brookville,1.0,1756.21,1955.185264725788
22,Monday,Turtle Bay-East Midtown,14.0,24586.940000000002,28177.142969933837
22,Monday,Upper East Side-Carnegie Hill,17.25,30294.6225,27762.67396299183
22,Monday,Upper West Side,14.25,25025.9925,23378.625933404885
22,Monday,West Village,15.5,27221.255,28521.326351095347
22,Monday,Yorkville,10.0,17562.1,17575.058998625536
22,Monday,park-cemetery-etc-Manhattan,3.0,5268.63,10428.650866707776
22,Saturday,Airport,11.0,19318.31,21289.6704922442
22,Saturday,Astoria,1.0,1756.21,3000.614318796576
22,Saturday,Battery Park City-Lower Manhattan,10.5,18440.205,19878.677073977724
22,Saturday,Brooklyn Heights-Cobble Hill,1.0,1756.21,3087.317196990976
22,Saturday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,3120.5459570597745
22,Saturday,Central Harlem South,4.0,7024.84,4302.801073617731
22,Saturday,Chinatown,10.0,17562.1,16792.863720425576
22,Saturday,Clinton,14.5,25465.045000000002,26442.155843099838
22,Saturday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4.5,7902.945,4312.129276442842
22,Saturday,East Harlem North,2.0,3512.42,4077.593096598864
22,Saturday,East Harlem South,1.0,1756.21,5997.37137327534
22,Saturday,East Village,13.0,22830.73,24903.13437760636
22,Saturday,Fort Greene,2.0,3512.42,2761.119476446694
22,Saturday,Gramercy,7.0,12293.470000000001,20275.23125571072
22,Saturday,Hamilton Heights,1.0,1756.21,2276.462543987083
22,Saturday,Hudson Yards-Chelsea-Flatiron-Union Square,24.15,42412.4715,35326.38403068093
22,Saturday,Hunters Point-Sunnyside-West Maspeth,3.0,5268.63,4335.03047186214
22,Saturday,Lenox Hill-Roosevelt Island,15.5,27221.255,24000.64447533374
22,Saturday,Lincoln Square,12.333333333333334,21659.923333333336,23606.970244254684
22,Saturday,Lower East Side,7.0,12293.470000000001,7709.058388808158
22,Saturday,Midtown-Midtown South,22.116666666666667,38841.51116666667,42153.01908381345
22,Saturday,Morningside Heights,6.0,10537.26,8341.873356754324
